"id","customer_bsid","file_id","app_bsid","element_key","revision","name","status","type","start_position","end_position","coverage","code_labels","ignore","constructor","getter_setter","anonymous","generated","deprecated","ref_status"
"1_15","SeaLights_7208babf-80af-460a-9df8-fe5866901313","1_3","7208babf-80af-460a-9df8-fe5866901313","24d3aff8-3688-4bfa-8c81-af9cea8751e0","1","private void forceLevelNotOff()","unchanged","method","{261,null}","{265,null}",null,"[{'category':'Team','label':'Agents','isHighPriority':false,'id':'5c8a85464e3c3f31ef8ea3db$5d075875c1fa936df91d98ca'}]","{'testStages':[],'isIgnored':false}","false","false","false","false","false","unchanged"
"1_16","SeaLights_7208babf-80af-460a-9df8-fe5866901313","1_3","7208babf-80af-460a-9df8-fe5866901313","06b6e30a-4cfc-4806-9a0f-f011a90be657","1","public boolean isAppendToFile()","unchanged","method","{133,null}","{137,null}",null,"[{'category':'Team','label':'Agents','isHighPriority':false,'id':'5c8a85464e3c3f31ef8ea3db$5d075875c1fa936df91d98ca'}]","{'testStages':[],'isIgnored':false}","false","false","false","false","false","unchanged"
"1_17","SeaLights_7208babf-80af-460a-9df8-fe5866901313","1_3","7208babf-80af-460a-9df8-fe5866901313","00153550-1c0f-4350-a17e-3003561f278a","1","public void setAppendToFile(boolean)","unchanged","method","{141,null}","{143,null}",null,"[{'category':'Team','label':'Agents','isHighPriority':false,'id':'5c8a85464e3c3f31ef8ea3db$5d075875c1fa936df91d98ca'}]","{'testStages':[],'isIgnored':false}","false","false","false","false","false","unchanged"
"1_18","SeaLights_7208babf-80af-460a-9df8-fe5866901313","1_3","7208babf-80af-460a-9df8-fe5866901313","aaa5fd85-33ed-4fb5-8329-e42857c05af1","1","public void autoConfigureSendLogsByTimer()","unchanged","method","{84,null}","{89,null}",null,"[{'category':'Team','label':'Agents','isHighPriority':false,'id':'5c8a85464e3c3f31ef8ea3db$5d075875c1fa936df91d98ca'}]","{'testStages':[],'isIgnored':false}","false","false","false","false","false","unchanged"
"1_19","SeaLights_7208babf-80af-460a-9df8-fe5866901313","1_3","7208babf-80af-460a-9df8-fe5866901313","067669b3-27b1-441c-a1bb-964945e1b7d1","1","public String getLogFileName()","unchanged","method","{158,null}","{161,null}",null,"[{'category':'Team','label':'Agents','isHighPriority':false,'id':'5c8a85464e3c3f31ef8ea3db$5d075875c1fa936df91d98ca'}]","{'testStages':[],'isIgnored':false}","false","false","false","false","false","unchanged"
"1_20","SeaLights_7208babf-80af-460a-9df8-fe5866901313","1_3","7208babf-80af-460a-9df8-fe5866901313","d9ebf48d-f074-41b7-824c-bdd1fa7fcedc","1","public String getLogsFolder()","unchanged","method","{165,null}","{169,null}",null,"[{'category':'Team','label':'Agents','isHighPriority':false,'id':'5c8a85464e3c3f31ef8ea3db$5d075875c1fa936df91d98ca'}]","{'testStages':[],'isIgnored':false}","false","false","false","false","false","unchanged"
"1_21","SeaLights_7208babf-80af-460a-9df8-fe5866901313","1_3","7208babf-80af-460a-9df8-fe5866901313","acf8d4bc-cebc-485b-bd7f-789a39f8ef3d","1","public void autoConfigureSendLogsOnShutdown()","unchanged","method","{96,null}","{104,null}",null,"[{'category':'Team','label':'Agents','isHighPriority':false,'id':'5c8a85464e3c3f31ef8ea3db$5d075875c1fa936df91d98ca'}]","{'testStages':[],'isIgnored':false}","false","false","false","false","false","unchanged"
"1_22","SeaLights_7208babf-80af-460a-9df8-fe5866901313","1_3","7208babf-80af-460a-9df8-fe5866901313","05f2dfdc-0c4c-4256-8351-e766bba93b03","1","public void setAppendToConsole(boolean)","unchanged","method","{128,null}","{130,null}",null,"[{'category':'Team','label':'Agents','isHighPriority':false,'id':'5c8a85464e3c3f31ef8ea3db$5d075875c1fa936df91d98ca'}]","{'testStages':[],'isIgnored':false}","false","false","false","false","false","unchanged"
"1_23","SeaLights_7208babf-80af-460a-9df8-fe5866901313","1_3","7208babf-80af-460a-9df8-fe5866901313","acdaadac-a62e-4ca7-a25b-a3e9fa158aa5","1","public int getLogLimitInMB()","unchanged","method","{181,null}","{185,null}",null,"[{'category':'Team','label':'Agents','isHighPriority':false,'id':'5c8a85464e3c3f31ef8ea3db$5d075875c1fa936df91d98ca'}]","{'testStages':[],'isIgnored':false}","false","false","false","false","false","unchanged"
"1_24","SeaLights_7208babf-80af-460a-9df8-fe5866901313","1_4","7208babf-80af-460a-9df8-fe5866901313","503c153d-23a2-4d8b-9b38-7713358b40d9","1","public void start()","unchanged","method","{62,null}","{68,null}",null,"[{'category':'Team','label':'Agents','isHighPriority':false,'id':'5c8a85464e3c3f31ef8ea3db$5d075875c1fa936df91d98ca'}]","{'testStages':[],'isIgnored':false}","false","false","false","false","false","unchanged"
"1_25","SeaLights_7208babf-80af-460a-9df8-fe5866901313","1_4","7208babf-80af-460a-9df8-fe5866901313","125a68e7-8c85-47fd-8bda-5f6d1d98da72","1","public void setEncoder(Encoder)","unchanged","method","{149,null}","{150,null}",null,"[{'category':'Team','label':'Agents','isHighPriority':false,'id':'5c8a85464e3c3f31ef8ea3db$5d075875c1fa936df91d98ca'}]","{'testStages':[],'isIgnored':true}","false","true","false","false","false","unchanged"
"1_26","SeaLights_7208babf-80af-460a-9df8-fe5866901313","1_4","7208babf-80af-460a-9df8-fe5866901313","f22a644e-fd3d-4be7-ac68-0723c6306d06","2","protected void append(ILoggingEvent)","unchanged","method","{116,null}","{122,null}",null,"[{'category':'Team','label':'Agents','isHighPriority':false,'id':'5c8a85464e3c3f31ef8ea3db$5d075875c1fa936df91d98ca'}]","{'testStages':[],'isIgnored':false}","false","false","false","false","false","unchanged"
"1_27","SeaLights_7208babf-80af-460a-9df8-fe5866901313","1_4","7208babf-80af-460a-9df8-fe5866901313","48804d25-c5a1-48ae-bb79-92c25d497cd4","2","public void configureAndStart(String, Encoder, LoggerContext)","unchanged","method","{54,null}","{58,null}",null,"[{'category':'Team','label':'Agents','isHighPriority':false,'id':'5c8a85464e3c3f31ef8ea3db$5d075875c1fa936df91d98ca'}]","{'testStages':[],'isIgnored':false}","false","false","false","false","false","unchanged"
"1_28","SeaLights_7208babf-80af-460a-9df8-fe5866901313","1_4","7208babf-80af-460a-9df8-fe5866901313","30b0c069-3206-43f9-86f1-15ad1549d0ef","1","protected void sendLogs()","unchanged","method","{167,null}","{176,null}",null,"[{'category':'Team','label':'Agents','isHighPriority':false,'id':'5c8a85464e3c3f31ef8ea3db$5d075875c1fa936df91d98ca'}]","{'testStages':[],'isIgnored':false}","false","false","false","false","false","unchanged"
"1_29","SeaLights_7208babf-80af-460a-9df8-fe5866901313","1_4","7208babf-80af-460a-9df8-fe5866901313","5ac656a3-d78d-4631-8176-e8aea070b94b","2","public void run()","unchanged","method","{157,null}","{164,null}",null,"[{'category':'Team','label':'Agents','isHighPriority':false,'id':'5c8a85464e3c3f31ef8ea3db$5d075875c1fa936df91d98ca'}]","{'testStages':[],'isIgnored':false}","false","false","false","false","false","unchanged"
"1_30","SeaLights_7208babf-80af-460a-9df8-fe5866901313","1_4","7208babf-80af-460a-9df8-fe5866901313","d6d856b3-d659-4d66-aaae-6b72a00603fa","2","public void stop()","unchanged","method","{99,null}","{112,null}",null,"[{'category':'Team','label':'Agents','isHighPriority':false,'id':'5c8a85464e3c3f31ef8ea3db$5d075875c1fa936df91d98ca'}]","{'testStages':[],'isIgnored':false}","false","false","false","false","false","unchanged"
"1_31","SeaLights_7208babf-80af-460a-9df8-fe5866901313","1_4","7208babf-80af-460a-9df8-fe5866901313","0961003d-8fe2-4e54-a368-709f28fcf772","2","protected void appendLog(ILoggingEvent)","unchanged","method","{125,null}","{138,null}",null,"[{'category':'Team','label':'Agents','isHighPriority':false,'id':'5c8a85464e3c3f31ef8ea3db$5d075875c1fa936df91d98ca'}]","{'testStages':[],'isIgnored':false}","false","false","false","false","false","unchanged"
"1_32","SeaLights_7208babf-80af-460a-9df8-fe5866901313","1_4","7208babf-80af-460a-9df8-fe5866901313","f22b46a4-a15c-4f02-8e62-bd7101b525b2","2","private boolean isSendLogsRelevant()","unchanged","method","{188,null}","{188,null}",null,"[{'category':'Team','label':'Agents','isHighPriority':false,'id':'5c8a85464e3c3f31ef8ea3db$5d075875c1fa936df91d98ca'}]","{'testStages':[],'isIgnored':false}","false","false","false","false","false","unchanged"
"1_33","SeaLights_7208babf-80af-460a-9df8-fe5866901313","1_4","7208babf-80af-460a-9df8-fe5866901313","f791e1f8-8397-461a-878d-b2c4c682c6db","3","protected void startFlushTimer()","unchanged","method","{141,null}","{146,null}",null,"[{'category':'Team','label':'Agents','isHighPriority':false,'id':'5c8a85464e3c3f31ef8ea3db$5d075875c1fa936df91d98ca'}]","{'testStages':[],'isIgnored':false}","false","false","false","false","false","unchanged"
"1_34","SeaLights_7208babf-80af-460a-9df8-fe5866901313","1_4","7208babf-80af-460a-9df8-fe5866901313","b3ef29e6-5bbc-4396-a48b-2db14a7b5f55","1","public boolean isLogEmpty()","unchanged","method","{179,null}","{179,null}",null,"[{'category':'Team','label':'Agents','isHighPriority':false,'id':'5c8a85464e3c3f31ef8ea3db$5d075875c1fa936df91d98ca'}]","{'testStages':[],'isIgnored':false}","false","false","false","false","false","unchanged"
"1_35","SeaLights_7208babf-80af-460a-9df8-fe5866901313","1_4","7208babf-80af-460a-9df8-fe5866901313","05b8f718-1903-46d3-8b5c-e4013dec6a8c","1","public String getName()","unchanged","method","{184,null}","{184,null}",null,"[{'category':'Team','label':'Agents','isHighPriority':false,'id':'5c8a85464e3c3f31ef8ea3db$5d075875c1fa936df91d98ca'}]","{'testStages':[],'isIgnored':false}","false","false","false","false","false","unchanged"
"1_36","SeaLights_7208babf-80af-460a-9df8-fe5866901313","1_4","7208babf-80af-460a-9df8-fe5866901313","fc496a7a-7aaf-4205-8bb5-6a0d124761b2","1","public void initLogServiceProxy(SLAgentConfiguration, String, String, String)","unchanged","method","{79,null}","{95,null}",null,"[{'category':'Team','label':'Agents','isHighPriority':false,'id':'5c8a85464e3c3f31ef8ea3db$5d075875c1fa936df91d98ca'}]","{'testStages':[],'isIgnored':false}","false","false","false","false","false","unchanged"
"1_37","SeaLights_7208babf-80af-460a-9df8-fe5866901313","1_5","7208babf-80af-460a-9df8-fe5866901313","c2308a89-8dcb-42ec-98b6-7f4d3bc1b3c9","1","public String toStringContent()","unchanged","method","{23,null}","{23,null}",null,"[{'category':'Team','label':'Agents','isHighPriority':false,'id':'5c8a85464e3c3f31ef8ea3db$5d075875c1fa936df91d98ca'}]","{'testStages':[],'isIgnored':false}","false","false","false","false","false","unchanged"
"1_38","SeaLights_7208babf-80af-460a-9df8-fe5866901313","1_5","7208babf-80af-460a-9df8-fe5866901313","c19ab9d8-5b51-422d-8ef1-86212a9a7b5c","1","public String toString()","unchanged","method","{19,null}","{19,null}",null,"[{'category':'Team','label':'Agents','isHighPriority':false,'id':'5c8a85464e3c3f31ef8ea3db$5d075875c1fa936df91d98ca'}]","{'testStages':[],'isIgnored':false}","false","false","false","false","false","unchanged"
"1_39","SeaLights_7208babf-80af-460a-9df8-fe5866901313","1_6","7208babf-80af-460a-9df8-fe5866901313","2c79804b-d56c-4844-8a48-83a2af5afe5b","1","public String getCreatedAt()","unchanged","method","{38,null}","{39,null}",null,"[{'category':'Team','label':'Agents','isHighPriority':false,'id':'5c8a85464e3c3f31ef8ea3db$5d075875c1fa936df91d98ca'}]","{'testStages':[],'isIgnored':false}","false","false","false","false","false","unchanged"
"1_40","SeaLights_7208babf-80af-460a-9df8-fe5866901313","1_7","7208babf-80af-460a-9df8-fe5866901313","94096f93-7e06-42c7-ab6a-4dd98c1ce069","0","public void httpLogsDebugOn(String)","unchanged","method","{94,null}","{96,null}",null,"[{'category':'Team','label':'Agents','isHighPriority':false,'id':'5c8a85464e3c3f31ef8ea3db$5d075875c1fa936df91d98ca'}]","{'testStages':[],'isIgnored':false}","false","false","false","false","false","unchanged"
"1_41","SeaLights_7208babf-80af-460a-9df8-fe5866901313","1_7","7208babf-80af-460a-9df8-fe5866901313","378a1a9e-f11d-4468-bfc9-1b3f3b989498","0","public void setThreadContext()","unchanged","method","{59,null}","{60,null}",null,"[{'category':'Team','label':'Agents','isHighPriority':false,'id':'5c8a85464e3c3f31ef8ea3db$5d075875c1fa936df91d98ca'}]","{'testStages':[],'isIgnored':false}","false","false","false","false","false","unchanged"
"1_42","SeaLights_7208babf-80af-460a-9df8-fe5866901313","1_7","7208babf-80af-460a-9df8-fe5866901313","ad93a4b2-1068-4105-b6a7-bfb69f64f08d","2","public Logger getFrameworkLogger(String)","unchanged","method","{69,null}","{84,null}",null,"[{'category':'Team','label':'Agents','isHighPriority':false,'id':'5c8a85464e3c3f31ef8ea3db$5d075875c1fa936df91d98ca'}]","{'testStages':[],'isIgnored':false}","false","false","false","false","false","unchanged"
"1_43","SeaLights_7208babf-80af-460a-9df8-fe5866901313","1_7","7208babf-80af-460a-9df8-fe5866901313","e01e6340-1c62-4d6a-835d-771da950251a","0","public static void stop()","unchanged","method","{53,null}","{55,null}",null,"[{'category':'Team','label':'Agents','isHighPriority':false,'id':'5c8a85464e3c3f31ef8ea3db$5d075875c1fa936df91d98ca'}]","{'testStages':[],'isIgnored':false}","false","false","false","false","false","unchanged"
"1_44","SeaLights_7208babf-80af-460a-9df8-fe5866901313","1_7","7208babf-80af-460a-9df8-fe5866901313","c7931ae0-432b-4775-90c0-7ec3a9e9ef74","0","public void httpLogsDebugOff(String)","unchanged","method","{100,null}","{102,null}",null,"[{'category':'Team','label':'Agents','isHighPriority':false,'id':'5c8a85464e3c3f31ef8ea3db$5d075875c1fa936df91d98ca'}]","{'testStages':[],'isIgnored':false}","false","false","false","false","false","unchanged"
"1_45","SeaLights_7208babf-80af-460a-9df8-fe5866901313","1_7","7208babf-80af-460a-9df8-fe5866901313","c5d34661-3e29-41d7-bae5-ffcb60c2470c","5","public static void start()","unchanged","method","{37,null}","{50,null}",null,"[{'category':'Team','label':'Agents','isHighPriority':false,'id':'5c8a85464e3c3f31ef8ea3db$5d075875c1fa936df91d98ca'}]","{'testStages':[],'isIgnored':false}","false","false","false","false","false","unchanged"
"1_46","SeaLights_7208babf-80af-460a-9df8-fe5866901313","1_7","7208babf-80af-460a-9df8-fe5866901313","3397d04a-bf26-495e-a7b2-c79d0e178837","0","public Logger getFrameworkLogger(Class)","unchanged","method","{64,null}","{64,null}",null,"[{'category':'Team','label':'Agents','isHighPriority':false,'id':'5c8a85464e3c3f31ef8ea3db$5d075875c1fa936df91d98ca'}]","{'testStages':[],'isIgnored':false}","false","false","false","false","false","unchanged"
"1_47","SeaLights_7208babf-80af-460a-9df8-fe5866901313","1_7","7208babf-80af-460a-9df8-fe5866901313","64349f5e-5f8d-4313-8e3e-fcce52eb149b","1","public Level getConfiguredLogLevel()","unchanged","method","{89,null}","{89,null}",null,"[{'category':'Team','label':'Agents','isHighPriority':false,'id':'5c8a85464e3c3f31ef8ea3db$5d075875c1fa936df91d98ca'}]","{'testStages':[],'isIgnored':false}","false","false","false","false","false","unchanged"
"1_48","SeaLights_7208babf-80af-460a-9df8-fe5866901313","1_7","7208babf-80af-460a-9df8-fe5866901313","705980a0-a01f-47f5-af79-af5dfb865bc1","1","public static void activateSLLogbackConfiguration()","unchanged","method","{28,null}","{29,null}",null,"[{'category':'Team','label':'Agents','isHighPriority':false,'id':'5c8a85464e3c3f31ef8ea3db$5d075875c1fa936df91d98ca'}]","{'testStages':[],'isIgnored':false}","false","false","false","false","false","unchanged"
"1_49","SeaLights_7208babf-80af-460a-9df8-fe5866901313","1_7","7208babf-80af-460a-9df8-fe5866901313","5cbed810-a6c2-4c8c-b498-bde14c48ddbe","1","protected static void restoreAppLogbackConfiguration()","unchanged","method","{105,null}","{106,null}",null,"[{'category':'Team','label':'Agents','isHighPriority':false,'id':'5c8a85464e3c3f31ef8ea3db$5d075875c1fa936df91d98ca'}]","{'testStages':[],'isIgnored':false}","false","false","false","false","false","unchanged"
"1_50","SeaLights_7208babf-80af-460a-9df8-fe5866901313","1_8","7208babf-80af-460a-9df8-fe5866901313","8f098a1a-3d39-440e-93df-1103dcab8667","0","public String convert()","unchanged","method","{19,null}","{19,null}",null,"[{'category':'Team','label':'Agents','isHighPriority':false,'id':'5c8a85464e3c3f31ef8ea3db$5d075875c1fa936df91d98ca'}]","{'testStages':[],'isIgnored':false}","false","false","false","false","false","unchanged"
"1_51","SeaLights_7208babf-80af-460a-9df8-fe5866901313","1_9","7208babf-80af-460a-9df8-fe5866901313","9fc7d9b3-54c4-440a-a64c-79f0f07ce303","1","public void run()","unchanged","method","{238,null}","{243,null}",null,"[{'category':'Team','label':'Agents','isHighPriority':false,'id':'5c8a85464e3c3f31ef8ea3db$5d075875c1fa936df91d98ca'}]","{'testStages':[],'isIgnored':false}","false","false","false","false","false","unchanged"
"1_52","SeaLights_7208babf-80af-460a-9df8-fe5866901313","1_11","7208babf-80af-460a-9df8-fe5866901313","310d932f-c3cb-4c60-83a7-8b50e9097351","1","public String getTag()","unchanged","method","{52,null}","{52,null}",null,"[{'category':'Team','label':'Agents','isHighPriority':false,'id':'5c8a85464e3c3f31ef8ea3db$5d075875c1fa936df91d98ca'}]","{'testStages':[],'isIgnored':false}","false","false","false","false","false","unchanged"
"1_53","SeaLights_7208babf-80af-460a-9df8-fe5866901313","1_11","7208babf-80af-460a-9df8-fe5866901313","2d7c9032-9feb-447d-8497-489498236c03","1","public boolean sendLogs(String, String, LogData)","unchanged","method","{29,null}","{29,null}",null,"[{'category':'Team','label':'Agents','isHighPriority':false,'id':'5c8a85464e3c3f31ef8ea3db$5d075875c1fa936df91d98ca'}]","{'testStages':[],'isIgnored':false}","false","false","false","false","false","unchanged"
"1_54","SeaLights_7208babf-80af-460a-9df8-fe5866901313","1_11","7208babf-80af-460a-9df8-fe5866901313","d7b6919c-36e6-492d-9edd-5486e447188c","1","public boolean sendLogs(String, String, String, LogData)","unchanged","method","{34,null}","{34,null}",null,"[{'category':'Team','label':'Agents','isHighPriority':false,'id':'5c8a85464e3c3f31ef8ea3db$5d075875c1fa936df91d98ca'}]","{'testStages':[],'isIgnored':false}","false","false","false","false","false","unchanged"
"1_55","SeaLights_7208babf-80af-460a-9df8-fe5866901313","1_11","7208babf-80af-460a-9df8-fe5866901313","a870207d-1545-497e-9b51-0fb79292170b","2","protected boolean submittLogs(SubmitLogsRequest)","unchanged","method","{39,null}","{46,null}",null,"[{'category':'Team','label':'Agents','isHighPriority':false,'id':'5c8a85464e3c3f31ef8ea3db$5d075875c1fa936df91d98ca'}]","{'testStages':[],'isIgnored':false}","false","false","false","false","false","unchanged"
"1_56","SeaLights_7208babf-80af-460a-9df8-fe5866901313","1_12","7208babf-80af-460a-9df8-fe5866901313","857ffd60-1bac-4be5-9e4d-84066cdc973c","1","protected void configureAndStartConsoleAppender(LoggerContext)","unchanged","method","{110,null}","{117,null}",null,"[{'category':'Team','label':'Agents','isHighPriority':false,'id':'5c8a85464e3c3f31ef8ea3db$5d075875c1fa936df91d98ca'}]","{'testStages':[],'isIgnored':false}","false","false","false","false","false","unchanged"
"1_57","SeaLights_7208babf-80af-460a-9df8-fe5866901313","1_12","7208babf-80af-460a-9df8-fe5866901313","ff8274e7-1e80-4c80-81da-4629ce51345c","1","public void configure(LoggerContext)","unchanged","method","{54,null}","{60,null}",null,"[{'category':'Team','label':'Agents','isHighPriority':false,'id':'5c8a85464e3c3f31ef8ea3db$5d075875c1fa936df91d98ca'}]","{'testStages':[],'isIgnored':false}","false","false","false","false","false","unchanged"
"1_58","SeaLights_7208babf-80af-460a-9df8-fe5866901313","1_12","7208babf-80af-460a-9df8-fe5866901313","bd0f5ecd-5b38-42e9-bbd5-4b2b8492c17f","2","protected Encoder getEncoder(LoggerContext, boolean)","unchanged","method","{148,null}","{156,null}",null,"[{'category':'Team','label':'Agents','isHighPriority':false,'id':'5c8a85464e3c3f31ef8ea3db$5d075875c1fa936df91d98ca'}]","{'testStages':[],'isIgnored':false}","false","false","false","false","false","unchanged"
"1_59","SeaLights_7208babf-80af-460a-9df8-fe5866901313","1_12","7208babf-80af-460a-9df8-fe5866901313","a0418980-a8a1-450b-8ed3-822be94668a6","5","public void configureLogger(LoggerContext, Logger, boolean)","unchanged","method","{71,null}","{79,null}",null,"[{'category':'Team','label':'Agents','isHighPriority':false,'id':'5c8a85464e3c3f31ef8ea3db$5d075875c1fa936df91d98ca'}]","{'testStages':[],'isIgnored':false}","false","false","false","false","false","unchanged"
"1_60","SeaLights_7208babf-80af-460a-9df8-fe5866901313","1_12","7208babf-80af-460a-9df8-fe5866901313","48074b83-1236-4d17-bf7b-a4730c9b6078","1","private SLAppender getSLAppender()","unchanged","method","{45,null}","{45,null}",null,"[{'category':'Team','label':'Agents','isHighPriority':false,'id':'5c8a85464e3c3f31ef8ea3db$5d075875c1fa936df91d98ca'}]","{'testStages':[],'isIgnored':false}","false","false","false","false","false","unchanged"
